dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,class
167.0,2.0,0.0,6.0,13.0,0.0,5.0,1.0,1.0,0.74,0.6818,0.62,0.2836,48.0
141.0,2.0,0.0,5.0,22.0,0.0,0.0,0.0,1.0,0.6,0.5606,0.83,0.1343,35.0
212.0,3.0,0.0,8.0,12.0,0.0,1.0,1.0,1.0,0.9,0.8029999999999999,0.33,0.2537,53.0
128.0,2.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.88,0.0,25.0
227.0,3.0,0.0,8.0,5.0,0.0,2.0,1.0,1.0,0.62,0.5909,0.73,0.2836,1.0
78.0,1.0,0.0,3.0,15.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.32,0.0896,172.0
5.0,1.0,0.0,1.0,12.0,0.0,4.0,1.0,1.0,0.26,0.2879,0.35,0.0,6.0
515.0,2.0,1.0,5.0,8.0,0.0,3.0,1.0,2.0,0.6,0.5909,0.73,0.1642,29.0
418.0,1.0,1.0,2.0,12.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.42,0.2537,25.0
573.0,3.0,1.0,7.0,12.0,0.0,5.0,1.0,1.0,0.84,0.7879,0.49,0.3582,92.0
478.0,2.0,1.0,4.0,9.0,0.0,1.0,1.0,2.0,0.3,0.2727,0.75,0.3881,17.0
548.0,3.0,1.0,7.0,2.0,0.0,1.0,1.0,2.0,0.74,0.6667,0.51,0.2537,1.0
380.0,1.0,1.0,1.0,20.0,1.0,1.0,0.0,1.0,0.26,0.2424,0.6,0.2836,2.0
542.0,3.0,1.0,6.0,13.0,0.0,2.0,1.0,1.0,0.7,0.6364,0.3,0.4627,74.0
242.0,3.0,0.0,8.0,16.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.42,0.1343,46.0
461.0,2.0,1.0,4.0,21.0,0.0,5.0,1.0,1.0,0.44,0.4394,0.26,0.1343,54.0
609.0,3.0,1.0,9.0,15.0,0.0,6.0,0.0,2.0,0.86,0.7879,0.44,0.2836,257.0
581.0,3.0,1.0,8.0,4.0,0.0,6.0,0.0,1.0,0.72,0.6970000000000001,0.79,0.194,2.0
358.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,0.22,0.2273,0.69,0.1343,2.0
279.0,4.0,0.0,10.0,22.0,0.0,5.0,1.0,1.0,0.5,0.4848,0.68,0.0,27.0
199.0,3.0,0.0,7.0,22.0,0.0,2.0,1.0,1.0,0.74,0.7121,0.74,0.0,36.0
595.0,3.0,1.0,8.0,6.0,0.0,6.0,0.0,1.0,0.6,0.5606,0.83,0.2239,4.0
443.0,1.0,1.0,3.0,5.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.94,0.0,0.0
209.0,3.0,0.0,7.0,6.0,0.0,5.0,1.0,2.0,0.72,0.7121,0.84,0.0,7.0
527.0,2.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,0.62,0.5758,0.83,0.1045,8.0
719.0,4.0,1.0,12.0,22.0,0.0,4.0,1.0,3.0,0.34,0.3333,0.87,0.194,1.0
34.0,1.0,0.0,2.0,6.0,0.0,5.0,1.0,2.0,0.16,0.2273,0.55,0.0,2.0
550.0,3.0,1.0,7.0,13.0,1.0,3.0,0.0,1.0,0.9,0.8182,0.35,0.0,177.0
0.0,1.0,0.0,1.0,2.0,0.0,6.0,0.0,1.0,0.22,0.2727,0.8,0.0,5.0
587.0,3.0,1.0,8.0,2.0,0.0,5.0,1.0,1.0,0.7,0.6667,0.74,0.1642,6.0
375.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.24,0.2576,0.87,0.0896,1.0
371.0,1.0,1.0,1.0,23.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.38,0.2239,16.0
375.0,1.0,1.0,1.0,19.0,0.0,3.0,1.0,3.0,0.32,0.303,0.93,0.2239,1.0
676.0,4.0,1.0,11.0,3.0,0.0,3.0,1.0,2.0,0.28,0.2576,0.52,0.3284,2.0
627.0,3.0,1.0,9.0,16.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.35,0.0,69.0
265.0,4.0,0.0,9.0,22.0,0.0,5.0,1.0,1.0,0.6,0.5152,0.94,0.1642,31.0
230.0,3.0,0.0,8.0,6.0,0.0,5.0,1.0,1.0,0.64,0.5758,0.83,0.0,2.0
117.0,2.0,0.0,4.0,12.0,0.0,4.0,1.0,2.0,0.62,0.5909,0.78,0.2537,23.0
6.0,1.0,0.0,1.0,21.0,0.0,5.0,1.0,1.0,0.18,0.197,0.47,0.1343,0.0
149.0,2.0,0.0,5.0,9.0,1.0,1.0,0.0,1.0,0.72,0.6970000000000001,0.74,0.0896,47.0
285.0,4.0,0.0,10.0,22.0,0.0,4.0,1.0,1.0,0.62,0.5758,0.83,0.194,13.0
466.0,2.0,1.0,4.0,16.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.33,0.2985,51.0
456.0,2.0,1.0,4.0,20.0,0.0,0.0,0.0,2.0,0.5,0.4848,0.59,0.2239,66.0
221.0,3.0,0.0,8.0,17.0,0.0,3.0,1.0,1.0,0.84,0.7121,0.26,0.2985,71.0
591.0,3.0,1.0,8.0,0.0,0.0,2.0,1.0,1.0,0.7,0.6667,0.74,0.2239,12.0
630.0,3.0,1.0,9.0,10.0,0.0,6.0,0.0,1.0,0.66,0.6212,0.65,0.3284,124.0
326.0,4.0,0.0,11.0,4.0,0.0,3.0,1.0,3.0,0.52,0.5,0.88,0.3582,0.0
273.0,4.0,0.0,10.0,10.0,0.0,6.0,0.0,3.0,0.4,0.4091,0.76,0.3582,21.0
99.0,2.0,0.0,4.0,15.0,0.0,0.0,0.0,1.0,0.5,0.4848,0.77,0.2239,156.0
336.0,4.0,0.0,12.0,15.0,0.0,6.0,0.0,1.0,0.38,0.3939,0.46,0.0,100.0
226.0,3.0,0.0,8.0,20.0,0.0,1.0,1.0,1.0,0.66,0.6212,0.74,0.1343,45.0
8.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,0.2,0.1667,0.34,0.4478,6.0
403.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,0.26,0.303,0.65,0.0,0.0
389.0,1.0,1.0,1.0,14.0,0.0,3.0,1.0,1.0,0.34,0.3485,0.49,0.0896,53.0
23.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.04,0.0455,0.45,0.194,0.0
316.0,4.0,0.0,11.0,16.0,0.0,0.0,0.0,2.0,0.54,0.5152,0.28,0.3881,93.0
421.0,1.0,1.0,2.0,22.0,0.0,0.0,0.0,1.0,0.3,0.2879,0.42,0.2239,3.0
177.0,3.0,0.0,6.0,17.0,0.0,1.0,1.0,1.0,0.74,0.6818,0.55,0.1343,90.0
323.0,4.0,0.0,11.0,22.0,0.0,0.0,0.0,3.0,0.46,0.4545,0.88,0.0896,5.0
15.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,0.26,0.2424,0.38,0.2537,35.0
106.0,2.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.43,0.2836,31.0
324.0,4.0,0.0,11.0,6.0,0.0,1.0,1.0,2.0,0.42,0.4242,1.0,0.0,0.0
548.0,3.0,1.0,7.0,12.0,0.0,1.0,1.0,1.0,0.84,0.7273,0.32,0.194,74.0
238.0,3.0,0.0,8.0,0.0,0.0,6.0,0.0,1.0,0.7,0.6667,0.84,0.1045,33.0
101.0,2.0,0.0,4.0,5.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.68,0.1343,1.0
675.0,4.0,1.0,11.0,9.0,0.0,2.0,1.0,1.0,0.26,0.2576,0.6,0.1642,25.0
660.0,4.0,1.0,10.0,13.0,0.0,1.0,1.0,1.0,0.62,0.6212,0.29,0.1642,88.0
201.0,3.0,0.0,7.0,6.0,0.0,4.0,1.0,2.0,0.72,0.7121,0.84,0.1045,6.0
285.0,4.0,0.0,10.0,12.0,0.0,4.0,1.0,2.0,0.62,0.5606,0.88,0.0,10.0
77.0,1.0,0.0,3.0,9.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.44,0.4627,35.0
68.0,1.0,0.0,3.0,20.0,0.0,4.0,1.0,3.0,0.36,0.3333,0.0,0.3284,9.0
710.0,4.0,1.0,12.0,16.0,0.0,2.0,1.0,2.0,0.38,0.3939,0.5,0.2239,24.0
191.0,3.0,0.0,7.0,10.0,0.0,1.0,1.0,1.0,0.8,0.7576,0.55,0.3582,44.0
27.0,1.0,0.0,1.0,20.0,0.0,5.0,1.0,2.0,0.24,0.2273,0.7,0.194,1.0
609.0,3.0,1.0,9.0,10.0,0.0,6.0,0.0,2.0,0.78,0.7273,0.55,0.194,128.0
203.0,3.0,0.0,7.0,14.0,0.0,6.0,0.0,1.0,0.92,0.8939,0.42,0.0,84.0
248.0,3.0,0.0,9.0,8.0,0.0,2.0,1.0,3.0,0.54,0.5152,0.83,0.3881,15.0
340.0,4.0,0.0,12.0,23.0,0.0,3.0,1.0,1.0,0.24,0.2121,0.93,0.3881,0.0
337.0,4.0,0.0,12.0,12.0,0.0,0.0,0.0,1.0,0.36,0.3485,0.81,0.1642,82.0
169.0,2.0,0.0,6.0,10.0,0.0,0.0,0.0,2.0,0.7,0.6515,0.61,0.1045,86.0
369.0,1.0,1.0,1.0,10.0,0.0,4.0,1.0,2.0,0.24,0.2576,0.52,0.0896,5.0
537.0,3.0,1.0,6.0,4.0,0.0,4.0,1.0,1.0,0.7,0.6667,0.84,0.0896,1.0
515.0,2.0,1.0,5.0,14.0,0.0,3.0,1.0,1.0,0.72,0.6515,0.42,0.1343,44.0
43.0,1.0,0.0,2.0,17.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.28,0.3284,30.0
548.0,3.0,1.0,7.0,6.0,0.0,1.0,1.0,1.0,0.7,0.6515,0.58,0.1045,4.0
390.0,1.0,1.0,1.0,16.0,0.0,4.0,1.0,2.0,0.4,0.4091,0.71,0.0896,15.0
222.0,3.0,0.0,8.0,7.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.54,0.1343,15.0
638.0,4.0,1.0,9.0,20.0,0.0,0.0,0.0,3.0,0.5,0.4848,0.72,0.1343,31.0
672.0,4.0,1.0,11.0,13.0,0.0,6.0,0.0,2.0,0.36,0.3333,0.46,0.3582,110.0
617.0,3.0,1.0,9.0,15.0,0.0,0.0,0.0,1.0,0.72,0.6515,0.32,0.2537,284.0
0.0,1.0,0.0,1.0,13.0,0.0,6.0,0.0,2.0,0.46,0.4545,0.72,0.2985,47.0
269.0,4.0,0.0,9.0,3.0,0.0,2.0,1.0,2.0,0.62,0.5455,0.94,0.0,5.0
605.0,3.0,1.0,8.0,6.0,0.0,2.0,1.0,2.0,0.66,0.5909,0.89,0.1045,3.0
298.0,4.0,0.0,10.0,10.0,0.0,3.0,1.0,2.0,0.52,0.5,0.62,0.2537,26.0
693.0,4.0,1.0,11.0,11.0,0.0,6.0,0.0,2.0,0.28,0.2576,0.41,0.2985,55.0
573.0,3.0,1.0,7.0,7.0,0.0,5.0,1.0,1.0,0.72,0.6818,0.7,0.194,13.0
642.0,4.0,1.0,10.0,1.0,0.0,4.0,1.0,2.0,0.62,0.5455,0.94,0.0,2.0
138.0,2.0,0.0,5.0,19.0,0.0,4.0,1.0,1.0,0.58,0.5455,0.6,0.1343,65.0
214.0,3.0,0.0,8.0,16.0,0.0,3.0,1.0,3.0,0.68,0.6364,0.79,0.0,21.0
120.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.77,0.1045,7.0
144.0,2.0,0.0,5.0,0.0,0.0,3.0,1.0,3.0,0.6,0.5606,0.83,0.2239,3.0
699.0,4.0,1.0,11.0,3.0,0.0,5.0,1.0,1.0,0.24,0.2879,0.75,0.0,0.0
259.0,3.0,0.0,9.0,18.0,0.0,6.0,0.0,2.0,0.52,0.5,0.72,0.2239,95.0
178.0,3.0,0.0,6.0,1.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.74,0.0,5.0
711.0,4.0,1.0,12.0,18.0,0.0,3.0,1.0,2.0,0.32,0.303,0.49,0.2239,25.0
314.0,4.0,0.0,11.0,22.0,1.0,5.0,0.0,1.0,0.32,0.3182,0.39,0.194,13.0
491.0,2.0,1.0,5.0,3.0,0.0,0.0,0.0,2.0,0.54,0.5152,0.83,0.194,9.0
604.0,3.0,1.0,8.0,21.0,0.0,1.0,1.0,1.0,0.72,0.6970000000000001,0.74,0.194,39.0
487.0,2.0,1.0,5.0,23.0,0.0,3.0,1.0,2.0,0.5,0.4848,0.77,0.2537,21.0
65.0,1.0,0.0,3.0,23.0,0.0,1.0,1.0,1.0,0.28,0.3182,0.48,0.0,0.0
309.0,4.0,0.0,11.0,20.0,0.0,0.0,0.0,1.0,0.36,0.3636,0.81,0.1045,16.0
355.0,1.0,0.0,12.0,20.0,0.0,4.0,1.0,3.0,0.42,0.4242,0.71,0.0,0.0
160.0,2.0,0.0,6.0,22.0,0.0,5.0,1.0,1.0,0.72,0.6970000000000001,0.74,0.2537,40.0
163.0,2.0,0.0,6.0,8.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.49,0.4478,44.0
655.0,4.0,1.0,10.0,8.0,0.0,3.0,1.0,2.0,0.4,0.4091,0.76,0.0,38.0
165.0,2.0,0.0,6.0,13.0,0.0,3.0,1.0,1.0,0.74,0.6515,0.28,0.2836,43.0
581.0,3.0,1.0,8.0,16.0,0.0,6.0,0.0,1.0,0.9,0.8182,0.39,0.2985,197.0
660.0,4.0,1.0,10.0,17.0,0.0,1.0,1.0,1.0,0.62,0.6212,0.33,0.1045,84.0
590.0,3.0,1.0,8.0,0.0,0.0,1.0,1.0,1.0,0.66,0.6212,0.65,0.1045,14.0
0.0,1.0,0.0,1.0,3.0,0.0,6.0,0.0,1.0,0.24,0.2879,0.75,0.0,3.0
613.0,3.0,1.0,9.0,9.0,0.0,3.0,1.0,1.0,0.74,0.6970000000000001,0.7,0.2537,27.0
53.0,1.0,0.0,2.0,11.0,0.0,3.0,1.0,1.0,0.24,0.2576,0.41,0.1045,16.0
183.0,3.0,0.0,7.0,19.0,0.0,0.0,0.0,2.0,0.66,0.6061,0.83,0.194,100.0
297.0,4.0,0.0,10.0,12.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.39,0.3582,35.0
258.0,3.0,0.0,9.0,3.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.71,0.2537,2.0
8.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.08,0.0909,0.53,0.194,0.0
648.0,4.0,1.0,10.0,12.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.56,0.2239,78.0
486.0,2.0,1.0,5.0,2.0,0.0,2.0,1.0,2.0,0.5,0.4848,0.72,0.0896,1.0
417.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,0.32,0.3333,0.7,0.1343,3.0
160.0,2.0,0.0,6.0,6.0,0.0,5.0,1.0,1.0,0.66,0.6061,0.78,0.0896,10.0
503.0,2.0,1.0,5.0,16.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.34,0.2537,151.0
356.0,1.0,0.0,12.0,6.0,0.0,5.0,1.0,1.0,0.38,0.3939,0.82,0.2537,0.0
193.0,3.0,0.0,7.0,9.0,0.0,3.0,1.0,1.0,0.82,0.7424,0.41,0.194,23.0
156.0,2.0,0.0,6.0,18.0,0.0,1.0,1.0,1.0,0.76,0.6667,0.31,0.1343,56.0
308.0,4.0,0.0,11.0,14.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.35,0.1343,159.0
353.0,4.0,0.0,12.0,12.0,0.0,2.0,1.0,2.0,0.44,0.4394,0.54,0.1343,16.0
182.0,3.0,0.0,7.0,11.0,0.0,6.0,0.0,1.0,0.8,0.7121,0.36,0.0896,144.0
494.0,2.0,1.0,5.0,8.0,0.0,3.0,1.0,2.0,0.6,0.5606,0.83,0.1343,28.0
180.0,3.0,0.0,6.0,10.0,0.0,4.0,1.0,1.0,0.72,0.6515,0.42,0.194,35.0
629.0,3.0,1.0,9.0,17.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.57,0.2836,107.0
214.0,3.0,0.0,8.0,7.0,0.0,3.0,1.0,2.0,0.74,0.6667,0.51,0.2239,19.0
69.0,1.0,0.0,3.0,3.0,0.0,5.0,1.0,2.0,0.32,0.3333,0.93,0.0896,0.0
604.0,3.0,1.0,8.0,9.0,0.0,1.0,1.0,1.0,0.66,0.6061,0.83,0.1045,40.0
274.0,4.0,0.0,10.0,2.0,0.0,0.0,0.0,3.0,0.34,0.303,0.87,0.2985,3.0
64.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,2.0,0.42,0.4242,1.0,0.2836,4.0
53.0,1.0,0.0,2.0,15.0,0.0,3.0,1.0,1.0,0.34,0.3485,0.25,0.0896,18.0
61.0,1.0,0.0,3.0,22.0,0.0,4.0,1.0,1.0,0.2,0.2576,0.4,0.0,3.0
578.0,3.0,1.0,8.0,3.0,0.0,3.0,1.0,1.0,0.64,0.5758,0.83,0.1045,0.0
178.0,3.0,0.0,6.0,14.0,0.0,2.0,1.0,1.0,0.86,0.7879,0.44,0.2239,43.0
211.0,3.0,0.0,7.0,22.0,0.0,0.0,0.0,1.0,0.74,0.6970000000000001,0.7,0.2985,25.0
485.0,2.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.76,0.1642,0.0
90.0,2.0,0.0,4.0,19.0,0.0,5.0,1.0,1.0,0.34,0.303,0.49,0.3284,16.0
533.0,2.0,1.0,6.0,12.0,0.0,0.0,0.0,1.0,0.62,0.6212,0.57,0.0,260.0
569.0,3.0,1.0,7.0,3.0,0.0,1.0,1.0,2.0,0.66,0.5909,0.94,0.0896,0.0
80.0,2.0,0.0,3.0,18.0,0.0,2.0,1.0,1.0,0.48,0.4697,0.44,0.0896,41.0
115.0,2.0,0.0,4.0,23.0,0.0,2.0,1.0,2.0,0.6,0.5606,0.83,0.2239,7.0
476.0,2.0,1.0,4.0,17.0,0.0,6.0,0.0,2.0,0.74,0.6515,0.3,0.3881,259.0
137.0,2.0,0.0,5.0,18.0,0.0,3.0,1.0,1.0,0.6,0.5909,0.73,0.2239,58.0
189.0,3.0,0.0,7.0,6.0,0.0,6.0,0.0,2.0,0.64,0.5758,0.83,0.194,11.0
444.0,1.0,1.0,3.0,12.0,0.0,2.0,1.0,1.0,0.6,0.5758,0.78,0.2537,56.0
451.0,2.0,1.0,3.0,6.0,0.0,2.0,1.0,1.0,0.22,0.2273,0.37,0.194,5.0
722.0,1.0,1.0,12.0,4.0,0.0,0.0,0.0,1.0,0.2,0.2121,0.47,0.1343,1.0
544.0,3.0,1.0,6.0,18.0,0.0,4.0,1.0,1.0,0.86,0.7273,0.25,0.2239,100.0
726.0,1.0,1.0,12.0,11.0,0.0,4.0,1.0,2.0,0.28,0.2424,0.56,0.4478,23.0
539.0,3.0,1.0,6.0,7.0,0.0,6.0,0.0,1.0,0.64,0.5758,0.83,0.1642,19.0
396.0,1.0,1.0,2.0,3.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.44,0.194,0.0
330.0,4.0,0.0,11.0,14.0,0.0,0.0,0.0,1.0,0.62,0.6212,0.43,0.4627,113.0
268.0,4.0,0.0,9.0,7.0,0.0,1.0,1.0,2.0,0.62,0.5455,0.94,0.0,17.0
713.0,4.0,1.0,12.0,19.0,0.0,5.0,1.0,1.0,0.34,0.3485,0.53,0.0896,17.0
712.0,4.0,1.0,12.0,5.0,0.0,4.0,1.0,2.0,0.26,0.2576,0.56,0.1642,2.0
436.0,1.0,1.0,3.0,16.0,0.0,1.0,1.0,1.0,0.62,0.6212,0.35,0.4478,77.0
143.0,2.0,0.0,5.0,13.0,0.0,2.0,1.0,1.0,0.78,0.6970000000000001,0.46,0.2537,38.0
367.0,1.0,1.0,1.0,14.0,0.0,2.0,1.0,1.0,0.16,0.1212,0.43,0.5224,7.0
341.0,4.0,0.0,12.0,4.0,0.0,4.0,1.0,2.0,0.24,0.197,0.6,0.4627,0.0
228.0,3.0,0.0,8.0,20.0,0.0,3.0,1.0,1.0,0.74,0.6818,0.58,0.2537,37.0
586.0,3.0,1.0,8.0,16.0,0.0,4.0,1.0,1.0,0.86,0.7727,0.39,0.2537,97.0
44.0,1.0,0.0,2.0,5.0,0.0,1.0,1.0,1.0,0.32,0.303,0.53,0.2836,0.0
499.0,2.0,1.0,5.0,16.0,0.0,1.0,1.0,3.0,0.62,0.6061,0.69,0.2836,20.0
306.0,4.0,0.0,11.0,15.0,0.0,4.0,1.0,1.0,0.52,0.5,0.52,0.1642,24.0
464.0,2.0,1.0,4.0,17.0,0.0,1.0,1.0,1.0,0.54,0.5152,0.32,0.4179,67.0
600.0,3.0,1.0,8.0,3.0,0.0,4.0,1.0,1.0,0.62,0.5758,0.83,0.0896,3.0
224.0,3.0,0.0,8.0,4.0,0.0,6.0,0.0,2.0,0.64,0.6061,0.73,0.1343,5.0
418.0,1.0,1.0,2.0,7.0,0.0,4.0,1.0,1.0,0.36,0.3485,0.81,0.2239,9.0
383.0,1.0,1.0,1.0,18.0,0.0,4.0,1.0,2.0,0.26,0.2273,0.44,0.3284,16.0
392.0,1.0,1.0,1.0,20.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.35,0.3881,5.0
249.0,3.0,0.0,9.0,7.0,0.0,3.0,1.0,3.0,0.6,0.5455,0.88,0.0896,3.0
581.0,3.0,1.0,8.0,19.0,0.0,6.0,0.0,1.0,0.82,0.7727,0.52,0.3582,133.0
500.0,2.0,1.0,5.0,17.0,0.0,2.0,1.0,1.0,0.68,0.6364,0.65,0.1045,75.0
627.0,3.0,1.0,9.0,19.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.43,0.2239,72.0
696.0,4.0,1.0,11.0,8.0,0.0,2.0,1.0,3.0,0.32,0.3182,0.81,0.1642,6.0
322.0,4.0,0.0,11.0,7.0,0.0,6.0,0.0,1.0,0.24,0.2273,0.6,0.2537,3.0
369.0,1.0,1.0,1.0,21.0,0.0,4.0,1.0,1.0,0.26,0.2727,0.6,0.1343,9.0
579.0,3.0,1.0,8.0,20.0,0.0,4.0,1.0,1.0,0.78,0.7576,0.66,0.0,51.0
719.0,4.0,1.0,12.0,12.0,0.0,4.0,1.0,2.0,0.36,0.3485,0.53,0.1642,31.0
473.0,2.0,1.0,4.0,18.0,0.0,3.0,1.0,2.0,0.42,0.4242,0.77,0.0,27.0
109.0,2.0,0.0,4.0,10.0,0.0,3.0,1.0,1.0,0.62,0.6061,0.69,0.0896,45.0
668.0,4.0,1.0,10.0,17.0,0.0,2.0,1.0,3.0,0.3,0.2879,0.87,0.2239,19.0
270.0,4.0,0.0,9.0,7.0,0.0,3.0,1.0,3.0,0.6,0.5152,0.94,0.1642,8.0
209.0,3.0,0.0,7.0,1.0,0.0,5.0,1.0,1.0,0.74,0.7121,0.79,0.1343,12.0
531.0,2.0,1.0,6.0,0.0,0.0,5.0,1.0,1.0,0.6,0.5909,0.73,0.1642,26.0
37.0,1.0,0.0,2.0,10.0,0.0,1.0,1.0,1.0,0.24,0.2576,0.75,0.1045,6.0
144.0,2.0,0.0,5.0,14.0,0.0,3.0,1.0,1.0,0.74,0.6818,0.55,0.1642,47.0
268.0,4.0,0.0,9.0,1.0,0.0,1.0,1.0,2.0,0.62,0.5606,0.88,0.1045,3.0
699.0,4.0,1.0,11.0,19.0,0.0,5.0,1.0,1.0,0.32,0.3485,0.66,0.0,18.0
375.0,1.0,1.0,1.0,7.0,0.0,3.0,1.0,1.0,0.2,0.2121,0.8,0.1343,9.0
106.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.62,0.194,4.0
