dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,class
659.0,4.0,1.0,10.0,16.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.37,0.2239,591.0
217.0,3.0,0.0,8.0,2.0,0.0,6.0,0.0,1.0,0.66,0.6061,0.78,0.2239,53.0
44.0,1.0,0.0,2.0,10.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.33,0.2239,55.0
247.0,3.0,0.0,9.0,22.0,1.0,1.0,0.0,2.0,0.6,0.5455,0.88,0.5821,64.0
467.0,2.0,1.0,4.0,6.0,0.0,4.0,1.0,1.0,0.3,0.2879,0.65,0.2537,96.0
532.0,2.0,1.0,6.0,11.0,0.0,6.0,0.0,1.0,0.66,0.6212,0.39,0.1642,566.0
253.0,3.0,0.0,9.0,16.0,0.0,0.0,0.0,1.0,0.72,0.6667,0.51,0.2985,483.0
108.0,2.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.63,0.2239,7.0
546.0,3.0,1.0,6.0,12.0,0.0,6.0,0.0,1.0,0.88,0.7727,0.3,0.2537,471.0
36.0,1.0,0.0,2.0,18.0,0.0,0.0,0.0,1.0,0.3,0.303,0.56,0.1642,78.0
52.0,1.0,0.0,2.0,19.0,0.0,2.0,1.0,1.0,0.2,0.1818,0.47,0.2836,118.0
10.0,1.0,0.0,1.0,8.0,0.0,2.0,1.0,2.0,0.18,0.2121,0.51,0.0896,217.0
304.0,4.0,0.0,11.0,11.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.63,0.1045,117.0
682.0,4.0,1.0,11.0,6.0,0.0,2.0,1.0,3.0,0.32,0.2879,0.81,0.4627,50.0
608.0,3.0,1.0,8.0,3.0,0.0,5.0,1.0,1.0,0.66,0.5909,0.89,0.1045,5.0
93.0,2.0,0.0,4.0,12.0,0.0,1.0,1.0,1.0,0.64,0.6212,0.36,0.4627,157.0
388.0,1.0,1.0,1.0,16.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.71,0.1343,278.0
227.0,3.0,0.0,8.0,6.0,0.0,2.0,1.0,1.0,0.62,0.5909,0.73,0.3284,119.0
596.0,3.0,1.0,8.0,20.0,0.0,0.0,0.0,2.0,0.64,0.6061,0.73,0.194,274.0
10.0,1.0,0.0,1.0,5.0,0.0,2.0,1.0,2.0,0.16,0.1818,0.55,0.1343,6.0
102.0,2.0,0.0,4.0,5.0,0.0,3.0,1.0,3.0,0.38,0.3939,0.94,0.2537,5.0
118.0,2.0,0.0,4.0,5.0,0.0,5.0,1.0,1.0,0.46,0.4545,0.47,0.1343,25.0
696.0,4.0,1.0,11.0,15.0,0.0,2.0,1.0,2.0,0.3,0.2727,0.75,0.2985,155.0
541.0,3.0,1.0,6.0,10.0,0.0,1.0,1.0,1.0,0.76,0.6970000000000001,0.55,0.1642,184.0
23.0,1.0,0.0,1.0,22.0,0.0,1.0,1.0,2.0,0.14,0.1364,0.63,0.2239,35.0
2.0,1.0,0.0,1.0,14.0,0.0,1.0,1.0,1.0,0.26,0.2424,0.3,0.2836,77.0
576.0,3.0,1.0,7.0,16.0,0.0,1.0,1.0,1.0,0.8,0.7424,0.49,0.2836,425.0
437.0,1.0,1.0,3.0,15.0,0.0,2.0,1.0,1.0,0.7,0.6364,0.39,0.2239,264.0
695.0,4.0,1.0,11.0,23.0,0.0,1.0,1.0,2.0,0.32,0.3333,0.66,0.1045,65.0
601.0,3.0,1.0,8.0,14.0,0.0,5.0,1.0,1.0,0.78,0.6970000000000001,0.43,0.1045,338.0
719.0,4.0,1.0,12.0,18.0,0.0,4.0,1.0,2.0,0.34,0.3333,0.71,0.194,381.0
62.0,1.0,0.0,3.0,8.0,0.0,5.0,1.0,1.0,0.18,0.197,0.74,0.1343,228.0
13.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,0.1,0.1212,0.54,0.1642,5.0
487.0,2.0,1.0,5.0,10.0,0.0,3.0,1.0,2.0,0.58,0.5455,0.83,0.1045,175.0
85.0,2.0,0.0,3.0,22.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.41,0.1642,30.0
193.0,3.0,0.0,7.0,10.0,0.0,3.0,1.0,1.0,0.82,0.7576,0.46,0.194,113.0
619.0,3.0,1.0,9.0,16.0,0.0,2.0,1.0,1.0,0.7,0.6364,0.28,0.1343,536.0
304.0,4.0,0.0,11.0,1.0,0.0,2.0,1.0,1.0,0.36,0.3485,0.81,0.1343,11.0
42.0,1.0,0.0,2.0,7.0,0.0,6.0,0.0,1.0,0.12,0.1515,0.8,0.1045,11.0
651.0,4.0,1.0,10.0,22.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.62,0.0,189.0
90.0,2.0,0.0,4.0,0.0,0.0,5.0,1.0,3.0,0.26,0.2576,1.0,0.1642,6.0
81.0,2.0,0.0,3.0,12.0,0.0,3.0,1.0,2.0,0.34,0.3182,0.87,0.2239,87.0
178.0,3.0,0.0,6.0,11.0,0.0,2.0,1.0,1.0,0.82,0.7576,0.46,0.0,167.0
399.0,1.0,1.0,2.0,12.0,0.0,6.0,0.0,2.0,0.3,0.3182,0.7,0.0896,300.0
558.0,3.0,1.0,7.0,11.0,0.0,4.0,1.0,1.0,0.76,0.6818,0.45,0.1045,215.0
227.0,3.0,0.0,8.0,7.0,0.0,2.0,1.0,1.0,0.64,0.6061,0.69,0.2537,346.0
401.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.22,0.2727,0.75,0.0,3.0
252.0,3.0,0.0,9.0,17.0,0.0,6.0,0.0,1.0,0.74,0.6818,0.55,0.2239,460.0
639.0,4.0,1.0,10.0,17.0,0.0,1.0,1.0,3.0,0.56,0.5303,0.6,0.2537,856.0
104.0,2.0,0.0,4.0,17.0,1.0,5.0,0.0,2.0,0.5,0.4848,0.63,0.3881,331.0
313.0,4.0,0.0,11.0,19.0,0.0,4.0,1.0,2.0,0.36,0.3485,0.71,0.2239,211.0
131.0,2.0,0.0,5.0,3.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.88,0.1343,5.0
45.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.3,0.2727,0.49,0.4179,19.0
534.0,2.0,1.0,6.0,6.0,0.0,1.0,1.0,3.0,0.52,0.5,0.88,0.1343,37.0
379.0,1.0,1.0,1.0,16.0,0.0,0.0,0.0,1.0,0.22,0.2121,0.29,0.2985,205.0
458.0,2.0,1.0,4.0,22.0,0.0,2.0,1.0,1.0,0.5,0.4848,0.51,0.0,158.0
73.0,1.0,0.0,3.0,10.0,0.0,2.0,1.0,2.0,0.32,0.3182,0.66,0.194,78.0
674.0,4.0,1.0,11.0,20.0,0.0,1.0,1.0,1.0,0.32,0.303,0.49,0.2537,241.0
251.0,3.0,0.0,9.0,5.0,0.0,5.0,1.0,2.0,0.62,0.5455,0.94,0.1343,14.0
292.0,4.0,0.0,10.0,16.0,0.0,4.0,1.0,2.0,0.48,0.4697,0.51,0.4478,234.0
17.0,1.0,0.0,1.0,16.0,0.0,2.0,1.0,2.0,0.22,0.2273,0.87,0.194,61.0
457.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,0.44,0.4394,0.82,0.1045,17.0
268.0,4.0,0.0,9.0,14.0,0.0,1.0,1.0,1.0,0.7,0.6515,0.7,0.1642,154.0
56.0,1.0,0.0,2.0,11.0,0.0,6.0,0.0,1.0,0.3,0.3333,0.45,0.0,126.0
327.0,4.0,0.0,11.0,5.0,1.0,4.0,0.0,1.0,0.3,0.3182,0.61,0.1045,11.0
19.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,0.26,0.2727,0.56,0.0,2.0
705.0,4.0,1.0,12.0,2.0,0.0,4.0,1.0,1.0,0.24,0.2121,0.52,0.2836,9.0
309.0,4.0,0.0,11.0,12.0,0.0,0.0,0.0,1.0,0.44,0.4394,0.54,0.0,346.0
248.0,3.0,0.0,9.0,21.0,0.0,2.0,1.0,3.0,0.54,0.5152,0.88,0.2836,121.0
525.0,2.0,1.0,6.0,4.0,0.0,6.0,0.0,1.0,0.62,0.6212,0.57,0.0,8.0
310.0,4.0,0.0,11.0,7.0,0.0,1.0,1.0,2.0,0.28,0.3182,0.93,0.0,311.0
651.0,4.0,1.0,10.0,12.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.35,0.0,573.0
553.0,3.0,1.0,7.0,12.0,0.0,6.0,0.0,1.0,0.96,0.8636,0.31,0.3582,342.0
422.0,1.0,1.0,2.0,13.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.43,0.2836,182.0
145.0,2.0,0.0,5.0,3.0,0.0,4.0,1.0,1.0,0.6,0.5455,0.88,0.0896,4.0
570.0,3.0,1.0,7.0,14.0,0.0,2.0,1.0,2.0,0.84,0.8029999999999999,0.53,0.2239,244.0
688.0,4.0,1.0,11.0,3.0,0.0,1.0,1.0,2.0,0.36,0.3485,0.66,0.2239,2.0
473.0,2.0,1.0,4.0,1.0,0.0,3.0,1.0,1.0,0.52,0.5,0.34,0.194,14.0
509.0,2.0,1.0,5.0,4.0,0.0,4.0,1.0,2.0,0.6,0.5455,0.88,0.1642,5.0
393.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.2,0.2121,0.51,0.1343,7.0
322.0,4.0,0.0,11.0,12.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.35,0.2836,311.0
558.0,3.0,1.0,7.0,3.0,0.0,4.0,1.0,1.0,0.64,0.6061,0.69,0.1045,10.0
594.0,3.0,1.0,8.0,5.0,0.0,5.0,1.0,1.0,0.64,0.2424,0.73,0.1045,36.0
263.0,3.0,0.0,9.0,6.0,0.0,3.0,1.0,2.0,0.54,0.5152,1.0,0.194,117.0
242.0,3.0,0.0,8.0,2.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.73,0.0,6.0
104.0,2.0,0.0,4.0,5.0,1.0,5.0,0.0,1.0,0.36,0.3636,0.81,0.1045,13.0
479.0,2.0,1.0,4.0,18.0,0.0,2.0,1.0,1.0,0.5,0.4848,0.18,0.0,632.0
264.0,3.0,0.0,9.0,3.0,0.0,4.0,1.0,2.0,0.6,0.5152,0.94,0.0896,12.0
298.0,4.0,0.0,10.0,5.0,0.0,3.0,1.0,1.0,0.42,0.4242,0.71,0.2239,21.0
476.0,2.0,1.0,4.0,5.0,0.0,6.0,0.0,1.0,0.5,0.4848,0.82,0.2537,1.0
171.0,3.0,0.0,6.0,22.0,0.0,2.0,1.0,1.0,0.7,0.6667,0.79,0.1045,109.0
201.0,3.0,0.0,7.0,2.0,0.0,4.0,1.0,2.0,0.74,0.7273,0.84,0.2239,6.0
318.0,4.0,0.0,11.0,20.0,0.0,2.0,1.0,2.0,0.48,0.4697,0.82,0.1343,238.0
177.0,3.0,0.0,6.0,12.0,0.0,1.0,1.0,2.0,0.72,0.6667,0.54,0.0,170.0
281.0,4.0,0.0,10.0,11.0,0.0,0.0,0.0,1.0,0.62,0.6212,0.53,0.0896,423.0
50.0,1.0,0.0,2.0,12.0,0.0,0.0,0.0,1.0,0.3,0.3182,0.33,0.1045,182.0
0.0,1.0,0.0,1.0,4.0,0.0,6.0,0.0,1.0,0.24,0.2879,0.75,0.0,1.0
110.0,2.0,0.0,4.0,14.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.34,0.3881,228.0
500.0,2.0,1.0,5.0,22.0,0.0,2.0,1.0,1.0,0.58,0.5455,0.78,0.2239,83.0
555.0,3.0,1.0,7.0,10.0,0.0,1.0,1.0,2.0,0.66,0.6061,0.83,0.194,175.0
313.0,4.0,0.0,11.0,8.0,0.0,4.0,1.0,2.0,0.4,0.4091,0.94,0.0896,436.0
34.0,1.0,0.0,2.0,23.0,0.0,5.0,1.0,2.0,0.24,0.2424,0.7,0.1343,31.0
137.0,2.0,0.0,5.0,16.0,0.0,3.0,1.0,1.0,0.6,0.5909,0.73,0.194,294.0
166.0,2.0,0.0,6.0,13.0,0.0,4.0,1.0,2.0,0.72,0.6667,0.54,0.2537,151.0
714.0,4.0,1.0,12.0,20.0,0.0,6.0,0.0,2.0,0.36,0.3485,0.57,0.194,201.0
262.0,3.0,0.0,9.0,21.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.94,0.0,206.0
287.0,4.0,0.0,10.0,23.0,0.0,6.0,0.0,1.0,0.48,0.4697,0.41,0.1642,135.0
657.0,4.0,1.0,10.0,15.0,0.0,5.0,1.0,1.0,0.64,0.6061,0.65,0.2985,395.0
269.0,4.0,0.0,9.0,10.0,0.0,2.0,1.0,3.0,0.64,0.5606,0.94,0.1642,122.0
409.0,1.0,1.0,2.0,11.0,0.0,2.0,1.0,2.0,0.3,0.303,0.45,0.1642,112.0
203.0,3.0,0.0,7.0,2.0,0.0,6.0,0.0,1.0,0.82,0.7727,0.52,0.0,61.0
110.0,2.0,0.0,4.0,23.0,0.0,4.0,1.0,1.0,0.4,0.4091,0.43,0.1045,99.0
333.0,4.0,0.0,11.0,18.0,0.0,3.0,1.0,1.0,0.34,0.303,0.49,0.3284,376.0
583.0,3.0,1.0,8.0,17.0,0.0,1.0,1.0,1.0,0.82,0.7424,0.41,0.0,858.0
701.0,4.0,1.0,12.0,20.0,0.0,0.0,0.0,2.0,0.42,0.4242,0.82,0.194,154.0
208.0,3.0,0.0,7.0,14.0,0.0,4.0,1.0,2.0,0.84,0.7879,0.49,0.2537,138.0
367.0,1.0,1.0,1.0,5.0,0.0,2.0,1.0,1.0,0.14,0.1364,0.54,0.194,12.0
648.0,4.0,1.0,10.0,2.0,0.0,3.0,1.0,2.0,0.46,0.4545,0.88,0.0,8.0
540.0,3.0,1.0,6.0,21.0,0.0,0.0,0.0,1.0,0.76,0.6970000000000001,0.55,0.2239,253.0
58.0,1.0,0.0,2.0,11.0,0.0,1.0,1.0,2.0,0.56,0.5303,0.64,0.2985,87.0
594.0,3.0,1.0,8.0,1.0,0.0,5.0,1.0,1.0,0.66,0.2424,0.65,0.1045,54.0
34.0,1.0,0.0,2.0,20.0,0.0,5.0,1.0,2.0,0.24,0.2424,0.65,0.1642,71.0
295.0,4.0,0.0,10.0,15.0,0.0,0.0,0.0,1.0,0.52,0.5,0.52,0.1642,387.0
74.0,1.0,0.0,3.0,19.0,0.0,3.0,1.0,2.0,0.44,0.4394,0.51,0.3284,168.0
61.0,1.0,0.0,3.0,9.0,0.0,4.0,1.0,1.0,0.16,0.1364,0.37,0.2836,145.0
697.0,4.0,1.0,11.0,18.0,0.0,3.0,1.0,1.0,0.32,0.303,0.33,0.2836,542.0
614.0,3.0,1.0,9.0,8.0,0.0,4.0,1.0,3.0,0.7,0.6667,0.79,0.0,646.0
652.0,4.0,1.0,10.0,20.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.73,0.2239,246.0
465.0,2.0,1.0,4.0,23.0,0.0,2.0,1.0,1.0,0.36,0.3333,0.4,0.4179,62.0
302.0,4.0,0.0,10.0,6.0,0.0,0.0,0.0,1.0,0.24,0.2273,0.75,0.2537,10.0
513.0,2.0,1.0,5.0,8.0,1.0,1.0,0.0,1.0,0.66,0.6212,0.69,0.0,155.0
551.0,3.0,1.0,7.0,21.0,0.0,4.0,1.0,1.0,0.84,0.7727,0.47,0.194,323.0
306.0,4.0,0.0,11.0,20.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.71,0.1045,209.0
263.0,3.0,0.0,9.0,18.0,0.0,3.0,1.0,3.0,0.64,0.5758,0.83,0.1642,408.0
483.0,2.0,1.0,4.0,4.0,0.0,6.0,0.0,1.0,0.34,0.3333,0.49,0.1642,2.0
516.0,2.0,1.0,5.0,14.0,0.0,4.0,1.0,1.0,0.76,0.6667,0.31,0.194,254.0
501.0,2.0,1.0,5.0,6.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.94,0.0896,158.0
195.0,3.0,0.0,7.0,18.0,0.0,5.0,1.0,1.0,0.72,0.6515,0.45,0.2239,496.0
201.0,3.0,0.0,7.0,7.0,0.0,4.0,1.0,2.0,0.74,0.7273,0.84,0.1343,274.0
494.0,2.0,1.0,5.0,4.0,0.0,3.0,1.0,3.0,0.56,0.5303,0.88,0.2239,5.0
535.0,2.0,1.0,6.0,10.0,0.0,2.0,1.0,1.0,0.64,0.6061,0.73,0.0896,180.0
38.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.28,0.3182,0.87,0.0,4.0
101.0,2.0,0.0,4.0,15.0,0.0,2.0,1.0,2.0,0.48,0.4697,0.77,0.5224,78.0
617.0,3.0,1.0,9.0,18.0,0.0,0.0,0.0,1.0,0.66,0.6212,0.36,0.2537,560.0
347.0,4.0,0.0,12.0,12.0,0.0,3.0,1.0,2.0,0.36,0.3636,0.57,0.0896,144.0
173.0,3.0,0.0,6.0,14.0,0.0,4.0,1.0,2.0,0.76,0.7273,0.66,0.2985,149.0
560.0,3.0,1.0,7.0,20.0,0.0,6.0,0.0,1.0,0.72,0.7121,0.84,0.0896,356.0
70.0,1.0,0.0,3.0,6.0,0.0,6.0,0.0,1.0,0.22,0.2121,0.75,0.2537,4.0
701.0,4.0,1.0,12.0,1.0,0.0,0.0,0.0,2.0,0.3,0.3182,0.87,0.0896,94.0
694.0,4.0,1.0,11.0,22.0,0.0,0.0,0.0,1.0,0.24,0.2879,0.6,0.0,62.0
599.0,3.0,1.0,8.0,6.0,0.0,3.0,1.0,1.0,0.62,0.5909,0.73,0.0,187.0
105.0,2.0,0.0,4.0,9.0,0.0,6.0,0.0,3.0,0.4,0.4091,1.0,0.2985,29.0
686.0,4.0,1.0,11.0,18.0,0.0,6.0,0.0,1.0,0.36,0.3636,0.5,0.1045,271.0
524.0,2.0,1.0,6.0,14.0,0.0,5.0,1.0,1.0,0.76,0.6667,0.31,0.3881,373.0
562.0,3.0,1.0,7.0,19.0,0.0,1.0,1.0,1.0,0.8,0.7879,0.63,0.1343,595.0
560.0,3.0,1.0,7.0,4.0,0.0,6.0,0.0,3.0,0.66,0.6212,0.61,0.1045,9.0
297.0,4.0,0.0,10.0,15.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.37,0.1045,234.0
657.0,4.0,1.0,10.0,16.0,0.0,5.0,1.0,3.0,0.62,0.6061,0.69,0.3582,565.0
671.0,4.0,1.0,11.0,22.0,0.0,5.0,1.0,1.0,0.36,0.3333,0.46,0.2537,149.0
152.0,2.0,0.0,6.0,21.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.31,0.194,248.0
366.0,1.0,1.0,1.0,20.0,1.0,1.0,0.0,1.0,0.24,0.2273,0.41,0.2239,88.0
89.0,2.0,0.0,3.0,9.0,0.0,4.0,1.0,3.0,0.26,0.2424,0.93,0.2537,132.0
238.0,3.0,0.0,8.0,0.0,0.0,6.0,0.0,1.0,0.7,0.6667,0.84,0.1045,145.0
445.0,2.0,1.0,3.0,15.0,0.0,3.0,1.0,2.0,0.56,0.5303,0.78,0.0,243.0
123.0,2.0,0.0,5.0,5.0,0.0,3.0,1.0,3.0,0.36,0.3333,0.87,0.3284,9.0
106.0,2.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.43,0.2836,102.0
560.0,3.0,1.0,7.0,5.0,0.0,6.0,0.0,2.0,0.64,0.6061,0.73,0.1045,5.0
530.0,2.0,1.0,6.0,21.0,0.0,4.0,1.0,1.0,0.64,0.6061,0.65,0.1642,337.0
512.0,2.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,0.62,0.5758,0.83,0.1642,22.0
462.0,2.0,1.0,4.0,9.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.3,0.2537,276.0
555.0,3.0,1.0,7.0,11.0,0.0,1.0,1.0,2.0,0.72,0.6818,0.62,0.1343,216.0
728.0,1.0,1.0,12.0,3.0,0.0,6.0,0.0,2.0,0.24,0.2424,0.75,0.0,6.0
255.0,3.0,0.0,9.0,22.0,0.0,2.0,1.0,1.0,0.64,0.5909,0.78,0.1343,144.0
198.0,3.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.7,0.6667,0.74,0.1343,51.0
426.0,1.0,1.0,3.0,20.0,0.0,5.0,1.0,2.0,0.36,0.3485,0.87,0.194,100.0
621.0,3.0,1.0,9.0,1.0,0.0,4.0,1.0,1.0,0.54,0.5152,0.77,0.0896,28.0
641.0,4.0,1.0,10.0,15.0,0.0,3.0,1.0,2.0,0.72,0.6818,0.62,0.1642,319.0
113.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,1.0,0.52,0.5,0.94,0.2239,80.0
594.0,3.0,1.0,8.0,18.0,0.0,5.0,1.0,2.0,0.82,0.2424,0.38,0.2537,669.0
195.0,3.0,0.0,7.0,21.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.54,0.1045,261.0
168.0,2.0,0.0,6.0,4.0,0.0,6.0,0.0,1.0,0.6,0.5455,0.88,0.0896,5.0
85.0,2.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,0.22,0.2273,0.55,0.1343,54.0
552.0,3.0,1.0,7.0,1.0,0.0,5.0,1.0,1.0,0.78,0.7273,0.55,0.2239,29.0
299.0,4.0,0.0,10.0,8.0,0.0,4.0,1.0,3.0,0.48,0.4697,0.88,0.194,316.0
583.0,3.0,1.0,8.0,5.0,0.0,1.0,1.0,1.0,0.7,0.6667,0.79,0.194,25.0
483.0,2.0,1.0,4.0,21.0,0.0,6.0,0.0,3.0,0.36,0.3485,0.71,0.194,84.0
417.0,1.0,1.0,2.0,14.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.54,0.3284,177.0
465.0,2.0,1.0,4.0,8.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.62,0.1343,692.0
429.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,0.22,0.2273,0.51,0.1642,1.0
365.0,1.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,0.34,0.3333,0.76,0.1343,138.0
567.0,3.0,1.0,7.0,14.0,0.0,6.0,0.0,2.0,0.6,0.5455,0.88,0.2537,343.0
578.0,3.0,1.0,8.0,0.0,0.0,3.0,1.0,1.0,0.68,0.6364,0.79,0.1642,47.0
221.0,3.0,0.0,8.0,0.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.51,0.2239,37.0
682.0,4.0,1.0,11.0,7.0,0.0,2.0,1.0,3.0,0.32,0.303,0.87,0.2537,107.0
405.0,1.0,1.0,2.0,11.0,0.0,5.0,1.0,2.0,0.28,0.2879,0.45,0.1045,153.0
304.0,4.0,0.0,11.0,19.0,0.0,2.0,1.0,1.0,0.42,0.4242,0.58,0.0896,313.0
36.0,1.0,0.0,2.0,16.0,0.0,0.0,0.0,1.0,0.34,0.3485,0.49,0.1045,157.0
644.0,4.0,1.0,10.0,16.0,0.0,6.0,0.0,1.0,0.6,0.6212,0.43,0.5224,659.0
608.0,3.0,1.0,8.0,1.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.83,0.1642,32.0
522.0,2.0,1.0,6.0,22.0,0.0,3.0,1.0,1.0,0.52,0.5,0.77,0.0896,248.0
547.0,3.0,1.0,7.0,7.0,0.0,0.0,0.0,1.0,0.74,0.6970000000000001,0.7,0.0,50.0
18.0,1.0,0.0,1.0,5.0,0.0,3.0,1.0,2.0,0.22,0.2576,0.93,0.0896,7.0
233.0,3.0,0.0,8.0,0.0,0.0,1.0,1.0,1.0,0.68,0.6364,0.79,0.1642,40.0
172.0,3.0,0.0,6.0,2.0,0.0,3.0,1.0,1.0,0.66,0.6061,0.78,0.0,7.0
685.0,4.0,1.0,11.0,0.0,0.0,5.0,1.0,2.0,0.32,0.3333,0.66,0.1045,65.0
